Educational Use Only

Time (ModJDate)        x (m)           y (m)           z (m)        vx (m/sec)      vy (m/sec)      vz (m/sec)     ax (m/sec^2)    ay (m/sec^2)    az (m/sec^2)
 53737.15729167     1286643.191     5987397.764     3492281.895    -7343.339087     1929.442422      840.701942       -1.463315       -6.809286       -3.982213
 53737.15740741     1213138.099     6006351.707     3500489.848    -7357.532971     1861.345007      800.893448       -1.375521       -6.810053       -3.979404
 53737.15752315     1139495.452     6024624.653     3508299.866    -7370.850715     1793.244249      761.115485       -1.288088       -6.809956       -3.976108
 53737.15763889     1065723.993     6042216.610     3515712.276    -7383.295973     1725.148737      721.372884       -1.201026       -6.809005       -3.972332
 53737.15775463      991832.428     6059127.673     3522727.457    -7394.872505     1657.066959      681.670415       -1.114344       -6.807211       -3.968083
 53737.15787037      917829.426     6075358.023     3529345.834    -7405.584165     1589.007302      642.012785       -1.028054       -6.804583       -3.963366
 53737.15798611      843723.615     6090907.921     3535567.878    -7415.434908     1520.978052      602.404641       -0.942163       -6.801131       -3.958187
 53737.15810185      769523.584     6105777.712     3541394.107    -7424.428781     1452.987392      562.850564       -0.856681       -6.796866       -3.952553
 53737.15821759      695237.882     6119967.824     3546825.084    -7432.569919     1385.043404      523.355076       -0.771617       -6.791798       -3.946470
 53737.15833333      620875.014     6133478.763     3551861.418    -7439.862548     1317.154068      483.922634       -0.686980       -6.785938       -3.939945
 53737.15844907      546443.445     6146311.114     3556503.762    -7446.310976     1249.327261      444.557633       -0.602778       -6.779294       -3.932983
 53737.15856481      471951.594     6158465.542     3560752.810    -7451.919595     1181.570758      405.264407       -0.519020       -6.771879       -3.925591
 53737.15868056      397407.837     6169942.789     3564609.303    -7456.692872     1113.892230      366.047226       -0.435712       -6.763701       -3.917775
 53737.15879630      322820.506     6180743.672     3568074.022    -7460.635356     1046.299248      326.910300       -0.352862       -6.754771       -3.909541
 53737.15891204      248197.884     6190869.084     3571147.791    -7463.751663      978.799277      287.857774       -0.270478       -6.745100       -3.900896
 53737.15902778      173548.211     6200319.992     3573831.473    -7466.046485      911.399683      248.893733       -0.188566       -6.734698       -3.891845
 53737.15914352       98879.677     6209097.436     3576125.974    -7467.524580      844.107727      210.022199       -0.107133       -6.723574       -3.882395
 53737.15925926       24200.426     6217202.529     3578032.238    -7468.190770      776.930570      171.247135       -0.026186       -6.711740       -3.872553
 53737.15937500      -50481.448     6224636.454     3579551.251    -7468.049943      709.875269      132.572439        0.054269       -6.699205       -3.862323
 53737.15949074     -125157.900     6231400.464     3580684.035    -7467.107045      642.948781       94.001950        0.134227       -6.685979       -3.851712
 53737.15960648     -199820.932     6237495.882     3581431.650    -7465.367080      576.157961       55.539445        0.213682       -6.672073       -3.840727
 53737.15972222     -274462.601     6242924.098     3581795.196    -7462.835108      509.509562       17.188643        0.292627       -6.657496       -3.829373
 53737.15983796     -349075.012     6247686.570     3581775.807    -7459.516243      443.010237      -21.046799        0.371060       -6.642259       -3.817656
 53737.15995370     -423650.320     6251784.822     3581374.656    -7455.415648      376.666541      -59.163286        0.448973       -6.626372       -3.805582
 53737.16006944     -498180.736     6255220.441     3580592.950    -7450.538534      310.484925      -97.157279        0.526362       -6.609845       -3.793158
 53737.16018519     -572658.520     6257995.082     3579431.931    -7444.890159      244.471743     -135.025301        0.603224       -6.592687       -3.780389
 53737.16030093     -647075.986     6260110.458     3577892.875    -7438.475824      178.633251     -172.763931        0.679554       -6.574909       -3.767281
 53737.16041667     -721425.501     6261568.349     3575977.095    -7431.300873      112.975605     -210.369809        0.755347       -6.556520       -3.753840
 53737.16053241     -795699.486     6262370.593     3573685.933    -7423.370687       47.504863     -247.839633        0.830600       -6.537529       -3.740071
 53737.16064815     -869890.416     6262519.090     3571020.766    -7414.690687      -17.773013     -285.170156        0.905309       -6.517948       -3.725981
 53737.16076389     -943990.819     6262015.796     3567983.004    -7405.266326      -82.852157     -322.358192        0.979471       -6.497785       -3.711574
 53737.16087963    -1017993.279     6260862.728     3564574.088    -7395.103092     -147.726801     -359.400608        1.053083       -6.477049       -3.696858
 53737.16099537    -1091890.436     6259061.960     3560795.488    -7384.206504     -212.391271     -396.294330        1.126142       -6.455751       -3.681836
 53737.16111111    -1165674.983     6256615.622     3556648.707    -7372.582109     -276.839987     -433.036339        1.198644       -6.433900       -3.666516
 53737.16122685    -1239339.671     6253525.898     3552135.277    -7360.235483     -341.067464     -469.623671        1.270588       -6.411505       -3.650902
 53737.16134259    -1312877.304     6249795.028     3547256.759    -7347.172226     -405.068309     -506.053416        1.341970       -6.388575       -3.635000
 53737.16145833    -1386280.745     6245425.305     3542014.743    -7333.397961     -468.837222     -542.322721        1.412789       -6.365120       -3.618815
 53737.16157407    -1459542.912     6240419.074     3536410.849    -7318.918335     -532.368995     -578.428784        1.483042       -6.341149       -3.602352
 53737.16168981    -1532656.780     6234778.733     3530446.721    -7303.739013     -595.658510     -614.368859        1.552728       -6.316670       -3.585618
 53737.16180556    -1605615.379     6228506.728     3524124.034    -7287.865679     -658.700739     -650.140249        1.621844       -6.291693       -3.568616
 53737.16192130    -1678411.799     6221605.559     3517444.487    -7271.304032     -721.490743     -685.740313        1.690390       -6.266227       -3.551353
 53737.16203704    -1751039.184     6214077.770     3510409.807    -7254.059789     -784.023672     -721.166459        1.758363       -6.240280       -3.533834
 53737.16215278    -1823490.738     6205925.958     3503021.746    -7236.138678     -846.294764     -756.416149        1.825763       -6.213861       -3.516063
 53737.16226852    -1895759.721     6197152.763     3495282.081    -7217.546439     -908.299342     -791.486892        1.892589       -6.186978       -3.498045
 53737.16238426    -1967839.449     6187760.875     3487192.613    -7198.288824     -970.032816     -826.376250        1.958838       -6.159641       -3.479786
 53737.16250000    -2039723.299     6177753.026     3478755.168    -7178.371591    -1031.490679     -861.081832        2.024512       -6.131858       -3.461291
 53737.16261574    -2111404.702     6167131.995     3469971.597    -7157.800509    -1092.668511     -895.601299        2.089608       -6.103636       -3.442564
 53737.16273148    -2182877.149     6155900.603     3460843.770    -7136.581350    -1153.561972     -929.932357        2.154127       -6.074985       -3.423610
 53737.16284722    -2254134.188     6144061.717     3451373.585    -7114.719892    -1214.166806     -964.072761        2.218068       -6.045912       -3.404434
 53737.16296296    -2325169.425     6131618.243     3441562.958    -7092.221917    -1274.478838     -998.020314        2.281431       -6.016426       -3.385041
 53737.16307870    -2395976.523     6118573.130     3431413.829    -7069.093206    -1334.493972    -1031.772865        2.344215       -5.986534       -3.365434
 53737.16319444    -2466549.206     6104929.367     3420928.158    -7045.339545    -1394.208193    -1065.328308        2.406421       -5.956245       -3.345620
 53737.16331019    -2536881.250     6090689.982     3410107.926    -7020.966718    -1453.617564    -1098.684583        2.468048       -5.925565       -3.325602
 53737.16342593    -2606966.495     6075858.045     3398955.137    -6995.980505    -1512.718224    -1131.839675        2.529098       -5.894504       -3.305384
 53737.16354167    -2676798.835     6060436.660     3387471.810    -6970.386687    -1571.506390    -1164.791613        2.589569       -5.863068       -3.284972
 53737.16365741    -2746372.223     6044428.971     3375659.988    -6944.191040    -1629.978355    -1197.538471        2.649464       -5.831265       -3.264368
 53737.16377315    -2815680.669     6027838.159     3363521.731    -6917.399334    -1688.130484    -1230.078362        2.708781       -5.799102       -3.243579
 53737.16388889    -2884718.242     6010667.439     3351059.117    -6890.017335    -1745.959219    -1262.409446        2.767523       -5.766587       -3.222608
